Player,height,weight,collage,born,birth_city,birth_state
Mike Harris,198.0,108.0,Rice University,1983.0,Hillsboro,Texas
Spencer Hawes,216.0,111.0,University of Washington,1988.0,Seattle,Washington
Al Horford,208.0,111.0,University of Florida,1986.0,Puerto Plata,Dominican Republic
Yi Jianlian,213.0,108.0,,1987.0,He Shan,China
Coby Karl,196.0,97.0,Boise State University,1983.0,Great Falls,Montana
Carl Landry,206.0,112.0,Purdue University,1983.0,Milwaukee,Wisconsin
Keith Langford,193.0,97.0,University of Kansas,1983.0,Fort Worth,Texas
Stephane Lasme,203.0,97.0,University of Massachusetts Amherst,1982.0,Port-Gentil,Gabon
Acie Law,190.0,88.0,Texas A&M University,1985.0,Dallas,Texas
Ian Mahinmi,211.0,113.0,,1986.0,Rouen,France
Dominic McGuire,206.0,99.0,"California State University, Fresno",1985.0,San Diego,California
Josh McRoberts,208.0,108.0,Duke University,1987.0,Indianapolis,Indiana
Jamario Moon,203.0,92.0,Meridian Community College,1980.0,Goodwater,Alabama
Juan Carlos,203.0,92.0,,1980.0,,
Demetris Nichols,203.0,97.0,Syracuse University,1984.0,Boston,Massachusetts
Joakim Noah,211.0,104.0,University of Florida,1985.0,New York,New York
Oleksiy Pecherov,213.0,105.0,,1985.0,Donetsk,Ukraine
Kosta Perovic,218.0,108.0,,1985.0,Osijek,Croatia
Kasib Powell,201.0,97.0,Texas Tech University,1981.0,Teaneck,New Jersey
Gabe Pruitt,193.0,77.0,University of Southern California,1986.0,Los Angeles,California
Chris Richard,206.0,122.0,University of Florida,1984.0,Lakeland,Florida
Cheikh Samb,216.0,111.0,,1984.0,Senegal,
Luis Scola,206.0,108.0,,1980.0,Buenos Aires,Argentina
Ramon Sessions,190.0,86.0,"University of Nevada, Reno",1986.0,Myrtle Beach,South Carolina
Courtney Sims,208.0,111.0,University of Michigan,1983.0,Roslindale,Massachusetts
Jason Smith,211.0,113.0,Louisiana State University,1977.0,Atlanta,Georgia
D.J. Strawberry,211.0,113.0,,1977.0,,
Rodney Stuckey,196.0,95.0,Eastern Washington University,1986.0,Seattle,Washington
Al Thornton,203.0,99.0,Florida State University,1983.0,Perry,Georgia
Alando Tucker,203.0,86.0,Oklahoma Baptist University,1943.0,Dayton,Ohio
Darius Washington,188.0,88.0,University of Memphis,1985.0,Winter Park,Florida
Darryl Watkins,211.0,117.0,Syracuse University,1984.0,Paterson,New Jersey
C.J. Watson,211.0,117.0,,1984.0,,
Mario West,208.0,104.0,Old Dominion University,1960.0,Petersburg,Virginia
Sean Williams,208.0,106.0,Boston College,1986.0,Houston,Texas
Brandan Wright,211.0,102.0,"University of California, Los Angeles",1962.0,Hollywood,California
Julian Wright,203.0,102.0,University of Kansas,1987.0,Chicago,Illinois
Nick Young,201.0,95.0,University of Southern California,1985.0,Los Angeles,California
Thaddeus Young,203.0,100.0,Georgia Institute of Technology,1988.0,New Orleans,Louisiana
Alexis Ajinca,218.0,112.0,,1988.0,Saint-Etienne,France
Joe Alexander,203.0,104.0,West Virginia University,1986.0,Kaohsiung,Taiwan
Ryan Anderson,208.0,108.0,University of California,1988.0,Sacramento,California
Darrell Arthur,206.0,106.0,University of Kansas,1988.0,Dallas,Texas
D.J. Augustin,206.0,106.0,,1988.0,,
Nicolas Batum,203.0,90.0,,1988.0,Lisieux,France
Jerryd Bayless,190.0,90.0,University of Arizona,1988.0,Phoenix,Arizona
Michael Beasley,206.0,106.0,Kansas State University,1989.0,Frederick,Maryland
Bobby Brown,193.0,92.0,Miami University,1923.0,Versailles,Ohio
Mario Chalmers,188.0,86.0,University of Kansas,1986.0,Anchorage,Alaska
Joe Crawford,196.0,95.0,University of Kentucky,1986.0,Detroit,Michigan
Joey Dorsey,203.0,121.0,University of Memphis,1983.0,Baltimore,Maryland
Chris Douglas-Roberts,201.0,90.0,University of Memphis,1987.0,Detroit,Michigan
Goran Dragic,190.0,86.0,,1986.0,Ljubljana,Slovenia
Rudy Fernandez,198.0,83.0,,1985.0,Palma de Mallorca,Spain
Danilo Gallinari,208.0,102.0,,1988.0,Sant'Angelo Lodigiano,Italy
Marc Gasol,216.0,115.0,,1985.0,Barcelona,Spain
J.R. Giddens,216.0,115.0,,1985.0,,
Eric Gordon,193.0,97.0,Indiana University,1988.0,Indianapolis,Indiana
Donte Greene,211.0,102.0,Syracuse University,1988.0,Munich,Germany
Hamed Haddadi,218.0,115.0,,1985.0,Ahvaz,Islamic Republic of Iran
Malik Hairston,198.0,99.0,University of Oregon,1987.0,Detroit,Michigan
Roy Hibbert,218.0,122.0,Georgetown University,1986.0,Queens,New York
J.J. Hickson,218.0,122.0,,1986.0,,
George Hill,190.0,85.0,Indiana University-Purdue University Indianapolis,1986.0,Indianapolis,Indiana
Steven Hill,213.0,112.0,University of Arkansas,1985.0,Chanute,Kansas
Othello Hunter,203.0,102.0,Ohio State University,1986.0,Winston-Salem,North Carolina
Darnell Jackson,206.0,114.0,University of Kansas,1985.0,Oklahoma City,Oklahoma
Nathan Jawai,208.0,127.0,Midland College,1986.0,Sydney,Australia
Dontell Jefferson,196.0,88.0,University of Arkansas,1983.0,Lithonia,Georgia
Trey Johnson,196.0,98.0,Jackson State University,1984.0,Jackson,Mississippi
DeAndre Jordan,211.0,120.0,Texas A&M University,1988.0,Houston,Texas
Kosta Koufos,213.0,120.0,Ohio State University,1989.0,Canton,Ohio
Rob Kurz,206.0,105.0,University of Notre Dame,1985.0,Philadelphia,Pennsylvania
Courtney Lee,196.0,90.0,Western Kentucky University,1985.0,Indianapolis,Indiana
Brook Lopez,213.0,124.0,Stanford University,1988.0,North Hollywood,California
Robin Lopez,213.0,115.0,Stanford University,1988.0,North Hollywood,California
Kevin Love,208.0,113.0,"University of California, Los Angeles",1988.0,Santa Monica,California
Cartier Martin,201.0,99.0,Kansas State University,1984.0,Crockett,Texas
O.J. Mayo,201.0,99.0,,1984.0,,
Luc Mbah,201.0,99.0,,1984.0,,
JaVale McGee,213.0,122.0,"University of Nevada, Reno",1988.0,Flint,Michigan
Anthony Morrow,196.0,95.0,Georgia Institute of Technology,1985.0,Charlotte,North Carolina
DeMarcus Nelson,193.0,90.0,Duke University,1985.0,Oakland,California
Greg Oden,213.0,113.0,Ohio State University,1988.0,Buffalo,New York
Anthony Randolph,208.0,92.0,Louisiana State University,1989.0,Worzbach,Germany
Derrick Rose,190.0,86.0,University of Memphis,1988.0,Chicago,Illinois
Brandon Rush,198.0,99.0,University of Kansas,1985.0,Kansas City,Missouri
Walter Sharpe,206.0,111.0,University of Alabama at Birmingham,1986.0,Huntsville,Alabama
Sean Singletary,183.0,83.0,University of Virginia,1985.0,Philadelphia,Pennsylvania
Marreese Speights,208.0,115.0,University of Florida,1987.0,St. Petersburg,Florida
Mike Taylor,188.0,74.0,Iowa State University,1986.0,Chicago,Illinois
Jason Thompson,185.0,83.0,University of South Carolina,1946.0,New York,New York
Anthony Tolliver,203.0,108.0,Creighton University,1985.0,Springfield,Missouri
Roko Ukic,196.0,83.0,,1984.0,Split,Croatia
Henry Walker,196.0,83.0,,1984.0,,
Kyle Weaver,198.0,91.0,Washington State University,1986.0,Janesville,Wisconsin
Sonny Weems,198.0,92.0,University of Arkansas,1986.0,West Memphis,Arkansas
Russell Westbrook,190.0,90.0,"University of California, Los Angeles",1988.0,Long Beach,California
D.J. White,190.0,90.0,,1988.0,,
Jawad Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina
Sun Yue,206.0,92.0,,1985.0,Hebei,China
David Andersen,208.0,104.0,Augsburg College,1943.0,Minneapolis,Minnesota
Antonio Anderson,188.0,83.0,Canisius College,1945.0,Buffalo,New York
Jeff Ayres,188.0,83.0,,1945.0,,
Rodrigue Beaubois,183.0,77.0,,1988.0,Pointe-a-Pitre,Guadeloupe
DeJuan Blair,201.0,122.0,University of Pittsburgh,1989.0,Pittsburgh,Pennsylvania
Jon Brockman,201.0,115.0,University of Washington,1987.0,Snohomish,Washington
Derrick Brown,185.0,72.0,Jacksonville University,1968.0,Jacksonville,Florida
Chase Budinger,201.0,94.0,University of Arizona,1988.0,Encinitas,California
DeMarre Carroll,203.0,97.0,University of Missouri,1986.0,Birmingham,Alabama
Omri Casspi,206.0,102.0,,1988.0,Holon,Israel
Earl Clark,208.0,102.0,University of Louisville,1988.0,Plainfield,New Jersey
Darren Collison,183.0,79.0,"University of California, Los Angeles",1987.0,Rancho Cucamonga,California
Dante Cunningham,203.0,104.0,Villanova University,1987.0,Clinton,Maryland
JamesOn Curry,190.0,86.0,Oklahoma State University,1986.0,Pleasant Grove,North Carolina
Stephen Curry,190.0,86.0,Davidson College,1988.0,Akron,Ohio
Austin Daye,211.0,99.0,Gonzaga University,1988.0,Irvine,California
DeMar DeRozan,201.0,100.0,University of Southern California,1989.0,Compton,California
Toney Douglas,188.0,88.0,Florida State University,1986.0,Jonesboro,Georgia
Wayne Ellington,193.0,90.0,University of North Carolina,1987.0,Wynnewood,Pennsylvania
Tyreke Evans,198.0,99.0,University of Memphis,1989.0,Chester,Pennsylvania
Jonny Flynn,183.0,83.0,Syracuse University,1989.0,Niagara Falls,New York
Sundiata Gaines,185.0,83.0,University of Georgia,1986.0,Jamaica,New York
Alonzo Gee,198.0,102.0,University of Alabama,1987.0,Riviera Beach,Florida
Taj Gibson,206.0,102.0,University of Southern California,1985.0,Brooklyn,New York
Trey Gilder,206.0,83.0,Northwestern State University,1985.0,Dallas,Texas
Danny Green,206.0,100.0,"University of California, Los Angeles",1957.0,Lynwood,California
Taylor Griffin,201.0,107.0,University of Oklahoma,1986.0,Oklahoma City,Oklahoma
Tyler Hansbrough,206.0,113.0,University of North Carolina,1985.0,Poplar Bluff,Missouri
James Harden,196.0,99.0,Arizona State University,1989.0,Los Angeles,California
Jordan Hill,208.0,106.0,University of Arizona,1987.0,Atlanta,Georgia
Jrue Holiday,193.0,92.0,"University of California, Los Angeles",1990.0,Chatsworth,California
Lester Hudson,190.0,86.0,University of Tennessee at Martin,1984.0,Memphis,Tennessee
Chris Hunter,211.0,108.0,University of Michigan,1984.0,Gary,Indiana
Serge Ibaka,208.0,106.0,,1989.0,Brazzaville,Republic of the Congo
Cedric Jackson,190.0,86.0,Cleveland State University,1986.0,Alamogordo,New Mexico
Othyus Jeffers,196.0,90.0,Robert Morris University (IL),1985.0,Chicago,Illinois
Brandon Jennings,185.0,77.0,,1989.0,Compton,California
Jonas Jerebko,208.0,104.0,,1987.0,Kinna,Sweden
James Johnson,206.0,113.0,Wake Forest University,1987.0,Cheyenne,Wyoming
Oliver Lafayette,188.0,86.0,University of Houston,1984.0,Baton Rouge,Louisiana
Marcus Landry,201.0,104.0,University of Wisconsin,1985.0,Milwaukee,Wisconsin
Ty Lawson,180.0,88.0,University of North Carolina,1987.0,Clinton,Maryland
Wesley Matthews,185.0,77.0,University of Wisconsin,1959.0,Sarasota,Florida
Eric Maynor,190.0,79.0,Virginia Commonwealth University,1987.0,Raeford,North Carolina
Jodie Meeks,193.0,95.0,University of Kentucky,1987.0,Norcross,Georgia
Patty Mills,203.0,111.0,Louisiana Tech University,1985.0,Monroe,Louisiana
Byron Mullens,213.0,124.0,Ohio State University,1989.0,Canal Winchester,Ohio
A.J. Price,213.0,124.0,,1989.0,,
DaJuan Summers,203.0,104.0,Georgetown University,1988.0,Baltimore,Maryland
Jermaine Taylor,193.0,79.0,Texas Tech University,1960.0,Blytheville,Arkansas
Jeff Teague,188.0,84.0,Wake Forest University,1988.0,Indianapolis,Indiana
Garrett Temple,198.0,88.0,Louisiana State University,1986.0,Baton Rouge,Louisiana
Hasheem Thabeet,221.0,119.0,University of Connecticut,1987.0,Dar es Salaam,United Republic of Tanzania
Marcus Thornton,193.0,92.0,Louisiana State University,1987.0,Baton Rouge,Louisiana
Terrence Williams,198.0,99.0,University of Louisville,1987.0,Seattle,Washington
Sam Young,198.0,99.0,University of Pittsburgh,1985.0,Washington,District of Columbia
Jeff Adrien,201.0,111.0,University of Connecticut,1986.0,Brookline,Massachusetts
Solomon Alabi,216.0,113.0,Florida State University,1988.0,Kaduna,Nigeria
Cole Aldrich,211.0,113.0,University of Kansas,1988.0,Burnsville,Minnesota
Al-Farouq Aminu,206.0,99.0,Wake Forest University,1990.0,Atlanta,Georgia
James Anderson,198.0,96.0,Oklahoma State University,1989.0,El Dorado,Arkansas
Omer Asik,213.0,115.0,,1986.0,Bursa,Turkey
Luke Babbitt,206.0,102.0,"University of Nevada, Reno",1989.0,Cincinnati,Ohio
Eric Bledsoe,185.0,86.0,University of Kentucky,1989.0,Birmingham,Alabama
Trevor Booker,203.0,103.0,Clemson University,1987.0,Newberry,South Carolina
Craig Brackins,208.0,104.0,Iowa State University,1987.0,Los Angeles,California
Avery Bradley,188.0,81.0,University of Texas at Austin,1990.0,Tacoma,Washington
Derrick Caracter,206.0,124.0,University of Texas at El Paso,1988.0,Fanwood,New Jersey
Sherron Collins,180.0,92.0,University of Kansas,1987.0,Chicago,Illinois
Marcus Cousin,211.0,111.0,University of Houston,1986.0,Baltimore,Maryland
DeMarcus Cousins,211.0,122.0,University of Kentucky,1990.0,Mobile,Alabama
Jordan Crawford,196.0,95.0,University of Kentucky,1986.0,Detroit,Michigan
Ed Davis,208.0,108.0,University of North Carolina,1989.0,Washington,District of Columbia
Zabian Dowdell,190.0,86.0,Virginia Polytechnic Institute and State University,1984.0,Pahokee,Florida
Devin Ebanks,206.0,97.0,West Virginia University,1989.0,Queens,New York
Semih Erden,213.0,108.0,,1986.0,Istanbul,Turkey
Jeremy Evans,206.0,90.0,Western Kentucky University,1987.0,Crossett,Arkansas
Patrick Ewing,213.0,108.0,Georgetown University,1962.0,Kingston,Jamaica
Christian Eyenga,196.0,95.0,,1989.0,Kinshasa,Democratic Republic of the Congo
Derrick Favors,208.0,120.0,Georgia Institute of Technology,1991.0,Atlanta,Georgia
Landry Fields,201.0,95.0,Stanford University,1988.0,Long Beach,California
Gary Forbes,201.0,99.0,University of Massachusetts Amherst,1985.0,Colon,Panama
Paul George,206.0,99.0,"California State University, Fresno",1990.0,Palmdale,California
Blake Griffin,208.0,113.0,University of Oklahoma,1989.0,Oklahoma City,Oklahoma
Luke Harangody,203.0,111.0,University of Notre Dame,1988.0,Decatur,Illinois
Manny Harris,196.0,83.0,University of Michigan,1989.0,Detroit,Michigan
Gordon Hayward,203.0,102.0,Butler University,1990.0,Indianapolis,Indiana
Lazar Hayward,198.0,102.0,Marquette University,1986.0,Buffalo,New York
Xavier Henry,198.0,99.0,University of Kansas,1991.0,Gent,Belgium
Damion James,201.0,102.0,University of Texas at Austin,1987.0,Hobbs,New Mexico
Eugene Jeter,180.0,79.0,University of Portland,1983.0,Los Angeles,California
Armon Johnson,196.0,107.0,Bemidji State University,1920.0,Gonvick,Minnesota
Chris Johnson,183.0,77.0,University of California,1949.0,Corpus Christi,Texas
Wesley Johnson,201.0,97.0,Syracuse University,1987.0,Corsicana,Texas
Dominique Jones,203.0,99.0,Mississippi State University,1975.0,Nashville,Tennessee
Gani Lawal,206.0,106.0,Georgia Institute of Technology,1988.0,College Park,Georgia
Jeremy Lin,190.0,90.0,Harvard University,1988.0,Palo Alto,California
Greg Monroe,211.0,120.0,Georgetown University,1990.0,New Orleans,Louisiana
Timofey Mozgov,216.0,124.0,,1986.0,St. Petersburg,Russia
Hamady N'Diaye,213.0,106.0,Rutgers University,1987.0,Dakar,Senegal
Gary Neal,193.0,95.0,Towson University,1984.0,Baltimore,Maryland
Larry Owens,201.0,95.0,Oral Roberts University,1983.0,Mesa,Arizona
Patrick Patterson,206.0,104.0,University of Kentucky,1989.0,Washington,District of Columbia
Nikola Pekovic,211.0,139.0,,1986.0,Bijelo Polje,Montenegro
Dexter Pittman,211.0,139.0,University of Texas at Austin,1988.0,Rosenberg,Texas
Quincy Pondexter,201.0,99.0,University of Washington,1988.0,Fresno,California
Andy Rautins,193.0,86.0,Syracuse University,1986.0,Syracuse,New York
Samardo Samuels,206.0,117.0,University of Louisville,1989.0,Trelawny,Jamaica
Larry Sanders,211.0,106.0,Virginia Commonwealth University,1988.0,Fort Pierce,Florida
Kevin Seraphin,206.0,129.0,,1989.0,Cayenne,French Guiana
Mustafa Shakur,190.0,86.0,University of Arizona,1984.0,Philadelphia,Pennsylvania
Garret Siler,211.0,138.0,Augusta State University,1986.0,Augusta,Georgia
Ish Smith,183.0,79.0,Wake Forest University,1988.0,Charlotte,North Carolina
Tiago Splitter,211.0,111.0,,1985.0,Joinville,Brazil
Lance Stephenson,196.0,104.0,University of Cincinnati,1990.0,Brooklyn,New York
Pape Sy,201.0,102.0,,1988.0,Loudeac,France
Evan Turner,201.0,99.0,Ohio State University,1988.0,Chicago,Illinois
Ekpe Udoh,208.0,108.0,Baylor University,1987.0,Edmond,Oklahoma
Ben Uzoh,190.0,92.0,University of Tulsa,1988.0,Houston,Texas
Greivis Vasquez,198.0,98.0,University of Maryland,1987.0,Caracas,Venezuela
John Wall,193.0,88.0,University of Kentucky,1990.0,Raleigh,North Carolina
Willie Warren,193.0,92.0,University of Oklahoma,1989.0,Dallas,Texas
Hassan Whiteside,213.0,120.0,Marshall University,1989.0,Gastonia,North Carolina
Lavoy Allen,206.0,117.0,Temple University,1989.0,Morrisville,Pennsylvania
Gustavo Ayon,208.0,113.0,,1985.0,Tepic,Mexico
Keith Benson,208.0,106.0,Indiana University,1954.0,New Castle,Indiana
Bismack Biyombo,206.0,115.0,,1992.0,Lubumbashi,Democratic Republic of the Congo
MarShon Brooks,196.0,90.0,Providence College,1989.0,Long Branch,New Jersey
Alec Burks,198.0,97.0,University of Colorado,1991.0,Grandview,Missouri
Jimmy Butler,201.0,99.0,Marquette University,1989.0,Houston,Texas
Derrick Byars,201.0,99.0,Vanderbilt University,1984.0,Memphis,Tennessee
Norris Cole,188.0,79.0,Cleveland State University,1988.0,Dayton,Ohio
Eric Dawson,206.0,113.0,Midwestern State University,1984.0,San Antonio,Texas
Justin Dentmon,180.0,83.0,University of Washington,1985.0,Carbondale,Illinois
Jerome Dyson,190.0,81.0,University of Connecticut,1987.0,Rockville,Maryland
Kenneth Faried,203.0,103.0,Morehead State University,1989.0,Newark,New Jersey
Jeff Foote,213.0,120.0,Cornell University,1987.0,Lockwood,New York
Courtney Fortson,180.0,83.0,University of Arkansas,1988.0,San Antonio,Texas
Jimmer Fredette,188.0,88.0,Brigham Young University,1989.0,Glens Falls,New York
Mickell Gladness,211.0,99.0,Alabama A&M University,1986.0,Birmingham,Alabama
Andrew Goudelock,190.0,90.0,College of Charleston,1988.0,Gainesville,Georgia
Jordan Hamilton,178.0,72.0,University of North Texas,1948.0,Lexington,Kentucky
Justin Harper,208.0,102.0,University of Richmond,1989.0,Richmond,Virginia
Josh Harrellson,208.0,124.0,University of Kentucky,1989.0,St. Charles,Missouri
Terrel Harris,196.0,86.0,Oklahoma State University,1987.0,Dallas,Texas
Tobias Harris,190.0,86.0,University of New Orleans,1967.0,Monroe,Louisiana
Cory Higgins,196.0,81.0,University of Colorado,1989.0,Danville,California
Darington Hobson,201.0,95.0,University of New Mexico,1987.0,Las Vegas,Nevada
Tyler Honeycutt,203.0,85.0,"University of California, Los Angeles",1990.0,Los Angeles,California
Dennis Horner,206.0,104.0,North Carolina State University,1988.0,Linwood,New Jersey
Kyrie Irving,190.0,87.0,Duke University,1992.0,Melbourne,Australia
Reggie Jackson,190.0,94.0,Boston College,1990.0,Pordenone,Italy
Charles Jenkins,190.0,99.0,Hofstra University,1989.0,Brooklyn,New York
Carldell Johnson,178.0,81.0,University of Alabama at Birmingham,1983.0,New Orleans,Louisiana
Ivan Johnson,203.0,104.0,University of Oregon,1984.0,San Antonio,Texas
JaJuan Johnson,206.0,113.0,Wake Forest University,1987.0,Cheyenne,Wyoming
Jerome Jordan,213.0,114.0,University of Tulsa,1986.0,Kingston,Jamaica
Cory Joseph,190.0,87.0,University of Texas at Austin,1991.0,Toronto,Canada
Enes Kanter,211.0,111.0,,1992.0,Zurich,Switzerland
D.J. Kennedy,211.0,111.0,,1992.0,,
Brandon Knight,178.0,78.0,Stanford University,1975.0,Livingston,New Jersey
Malcolm Lee,196.0,90.0,"University of California, Los Angeles",1990.0,Riverside,California
Kawhi Leonard,201.0,104.0,San Diego State University,1991.0,Los Angeles,California
Travis Leslie,193.0,92.0,University of Georgia,1990.0,Atlanta,Georgia
Jon Leuer,208.0,103.0,University of Wisconsin,1989.0,Long Lake,Minnesota
DeAndre Liggins,198.0,94.0,University of Kentucky,1988.0,Chicago,Illinois
Shelvin Mack,190.0,92.0,Butler University,1990.0,Lexington,Kentucky
Vernon Macklin,208.0,102.0,University of Florida,1986.0,Portsmouth,Virginia
E'Twaun Moore,208.0,102.0,,1986.0,,
Darius Morris,193.0,86.0,University of Michigan,1991.0,Los Angeles,California
Marcus Morris,188.0,88.0,Northwestern University,1925.0,,
Markieff Morris,188.0,88.0,Northwestern University,1925.0,,
Daniel Orton,208.0,115.0,University of Kentucky,1990.0,Oklahoma City,Oklahoma
Jeremy Pargo,188.0,99.0,Gonzaga University,1986.0,Chicago,Illinois
Chandler Parsons,208.0,104.0,University of Florida,1988.0,Casselberry,Florida
Ryan Reid,203.0,105.0,Florida State University,1986.0,Lauderdale Lakes,Florida
Ricky Rubio,193.0,87.0,,1990.0,Barcelona,Spain
Josh Selby,188.0,83.0,University of Kansas,1991.0,Baltimore,Maryland
Iman Shumpert,196.0,99.0,Georgia Institute of Technology,1990.0,Oak Park,Illinois
Xavier Silas,196.0,92.0,Northern Illinois University,1988.0,San Antonio,Texas
Chris Singleton,203.0,104.0,Florida State University,1989.0,Canton,Georgia
Donald Sloan,190.0,92.0,Texas A&M University,1988.0,Shreveport,Louisiana
Jerry Smith,188.0,86.0,University of Louisville,1987.0,Wauwatosa,Wisconsin
Nolan Smith,188.0,83.0,Duke University,1988.0,Louisville,Kentucky
Greg Stiemsma,211.0,117.0,University of Wisconsin,1985.0,Randolph,Wisconsin
Julyan Stone,198.0,90.0,University of Texas at El Paso,1988.0,Alexandria,Virginia
Isaiah Thomas,185.0,81.0,Indiana University,1961.0,Chicago,Illinois
Lance Thomas,203.0,106.0,Duke University,1988.0,Brooklyn,New York
Malcolm Thomas,206.0,102.0,San Diego State University,1988.0,Columbia,Missouri
Trey Thompkins,206.0,107.0,University of Texas at Austin,1991.0,Toronto,Canada
Klay Thompson,201.0,97.0,Washington State University,1990.0,Los Angeles,California
Mychel Thompson,208.0,102.0,University of Minnesota,1955.0,Nassau,Bahamas
Tristan Thompson,206.0,107.0,University of Texas at Austin,1991.0,Toronto,Canada
Jeremy Tyler,208.0,117.0,,1991.0,San Diego,California
Edwin Ubiles,198.0,92.0,Siena College,1986.0,Brooklyn,New York
Jan Vesely,211.0,108.0,,1990.0,Ostrava,Czech Republic
Nikola Vucevic,213.0,117.0,University of Southern California,1990.0,Morges,Switzerland
Kemba Walker,203.0,95.0,University of Kentucky,1964.0,Roberta,Georgia
Derrick Williams,190.0,90.0,University of Illinois at Urbana-Champaign,1984.0,Parkersburg,West Virginia
Elliot Williams,196.0,86.0,University of Memphis,1989.0,Memphis,Tennessee
Jordan Williams,188.0,83.0,New Mexico State University,1951.0,New Haven,Connecticut
Chris Wright,203.0,102.0,University of Dayton,1988.0,Trotwood,Ohio
Quincy Acy,201.0,108.0,Baylor University,1990.0,Tyler,Texas
Josh Akognon,180.0,83.0,"California State University, Fullerton",1986.0,Greenbrae,California
Harrison Barnes,190.0,92.0,Northeastern University,1945.0,,
Will Barton,198.0,79.0,University of Memphis,1991.0,Baltimore,Maryland
Aron Baynes,208.0,117.0,Washington State University,1986.0,Gisborne,New Zealand
Kent Bazemore,196.0,91.0,Old Dominion University,1989.0,Kelford,North Carolina
Bradley Beal,196.0,93.0,University of Florida,1993.0,St. Louis,Missouri
Patrick Beverley,185.0,83.0,University of Arkansas,1988.0,Chicago,Illinois
Victor Claver,206.0,101.0,,1988.0,Valencia,Spain
Chris Copeland,206.0,108.0,University of Colorado,1984.0,Orange,New Jersey
Jae Crowder,198.0,106.0,Marquette University,1990.0,Villa Rica,Georgia
Jared Cunningham,193.0,88.0,Oregon State University,1991.0,Oakland,California
Anthony Davis,206.0,97.0,University of Texas at El Paso,1968.0,Oakland,California
Nando De,206.0,97.0,,1968.0,,
Andre Drummond,211.0,126.0,University of Connecticut,1993.0,Mount Vernon,New York
Kim English,198.0,90.0,University of Missouri,1988.0,Baltimore,Maryland
Festus Ezeli,211.0,115.0,Vanderbilt University,1989.0,Benin City,Nigeria
Evan Fournier,201.0,92.0,,1992.0,Saint-Maurice,France
Joel Freeland,208.0,113.0,,1987.0,Farnham,United Kingdom
Diante Garrett,190.0,83.0,Southern Illinois University,1947.0,,
Draymond Green,201.0,104.0,Michigan State University,1990.0,Saginaw,Michigan
Ben Hansbrough,190.0,92.0,University of Notre Dame,1987.0,Poplar Bluff,Missouri
Maurice Harkless,206.0,97.0,St. John's University,1993.0,Queens,New York
John Henson,211.0,103.0,University of North Carolina,1990.0,Greensboro,North Carolina
Justin Holiday,198.0,83.0,University of Washington,1989.0,Mission Hills,California
Bernard James,208.0,108.0,Florida State University,1985.0,Savannah,Georgia
John Jenkins,193.0,97.0,Vanderbilt University,1991.0,Nashville,Tennessee
Orlando Johnson,196.0,99.0,"University of California, Santa Barbara",1989.0,Monterey,California
Darius Johnson-Odom,201.0,95.0,Syracuse University,1970.0,Morgan City,Louisiana
DeQuan Jones,203.0,100.0,University of Miami,1990.0,Stone Mountain,Georgia
Kevin Jones,203.0,113.0,West Virginia University,1989.0,Mount Vernon,New York
Perry Jones,211.0,106.0,Baylor University,1991.0,Winnsboro,Louisiana
Terrence Jones,206.0,114.0,University of Kentucky,1992.0,Portland,Oregon
Kris Joseph,201.0,95.0,Syracuse University,1988.0,Montreal,Canada
Michael Kidd-Gilchrist,201.0,105.0,University of Kentucky,1993.0,Philadelphia,Pennsylvania
Viacheslav Kravtsov,213.0,117.0,,1987.0,Odessa,Ukraine
Doron Lamb,193.0,95.0,University of Kentucky,1991.0,Queens,New York
Jeremy Lamb,196.0,83.0,University of Connecticut,1992.0,Henrico Valley,Virginia
Meyers Leonard,216.0,111.0,University of Illinois at Urbana-Champaign,1992.0,Woodbridge,Virginia
Damian Lillard,190.0,88.0,Weber State University,1990.0,Oakland,California
Scott Machado,185.0,92.0,Iona College,1990.0,Queens,New York
Kendall Marshall,193.0,90.0,University of North Carolina,1991.0,Dumfries,Virginia
Fab Melo,213.0,115.0,Syracuse University,1990.0,Juiz de Forz,Brazil
Khris Middleton,203.0,106.0,Texas A&M University,1991.0,Charleston,South Carolina
Darius Miller,203.0,106.0,University of Kentucky,1990.0,Maysville,Kentucky
Quincy Miller,206.0,95.0,Baylor University,1992.0,Chicago,Illinois
Donatas Motiejunas,213.0,100.0,,1990.0,Kaunas,Lithuania
Arnett Moultrie,211.0,112.0,Mississippi State University,1990.0,Queens,New York
Kevin Murphy,196.0,83.0,Tennessee Technological University,1990.0,Atlanta,Georgia
Andrew Nicholson,206.0,113.0,St. Bonaventure University,1989.0,Mississauga,Canada
Kyle O'Quinn,208.0,113.0,Norfolk State University,1990.0,Flushing,New York
Tim Ohlbrecht,211.0,115.0,,1988.0,Wuppertal,Germany
Miles Plumlee,211.0,112.0,Duke University,1988.0,Fort Wayne,Indiana
Pablo Prigioni,190.0,83.0,,1977.0,Rio Tercero,Argentina
Austin Rivers,193.0,90.0,Duke University,1992.0,Santa Monica,California
Brian Roberts,185.0,78.0,University of Dayton,1985.0,Toledo,Ohio
Thomas Robinson,208.0,107.0,University of Kansas,1991.0,Washington,District of Columbia
Terrence Ross,201.0,93.0,University of Washington,1991.0,Portland,Oregon
Robert Sacre,213.0,122.0,Gonzaga University,1989.0,Baton Rouge,Louisiana
